time,consumption_fish,consumption_per_cap,cps_landings_ca,cps_landings_coastwide,cps_landings_or,cps_landings_wa,cps_revenue_ca,cps_revenue_coastwide,cps_revenue_or,cps_revenue_wa,crab_landings_ca,crab_landings_coastwide,crab_landings_or,crab_landings_wa,crab_revenue_ca,crab_revenue_coastwide,crab_revenue_or,crab_revenue_wa,fertilizer_applications,finfish_production,groundfish_landings_ca,groundfish_landings_coastwide,groundfish_landings_or,groundfish_landings_wa,groundfish_revenue_ca,groundfish_revenue_coastwide,groundfish_revenue_or,groundfish_revenue_wa,habitat_modification,hms_landings_ca,hms_landings_coastwide,hms_landings_or,hms_landings_wa,hms_revenue_ca,hms_revenue_coastwide,hms_revenue_or,hms_revenue_wa,oil_gas_production,other_species_landings_ca,other_species_landings_coastwide,other_species_landings_or,other_species_landings_wa,other_species_revenue_ca,other_species_revenue_coastwide,other_species_revenue_or,other_species_revenue_wa,pacific_hake_landings_ca,pacific_hake_landings_coastwide,pacific_hake_landings_or,pacific_hake_landings_wa,pacific_hake_revenue_ca,pacific_hake_revenue_coastwide,pacific_hake_revenue_or,pacific_hake_revenue_wa,recreational_landings_ca,recreational_landings_coastwide,recreational_landings_or,recreational_landings_wa,salmon_com_landings_ca,salmon_com_landings_coastwide,salmon_com_landings_or,salmon_com_landings_wa,salmon_rec_landings_ca,salmon_rec_landings_coastwide,salmon_rec_landings_or,salmon_rec_landings_wa,salmon_revenue_ca,salmon_revenue_coastwide,salmon_revenue_or,salmon_revenue_wa,shellfish_production,shipping_distance_traveled,shrimp_landings_ca,shrimp_landings_coastwide,shrimp_landings_or,shrimp_landings_wa,shrimp_revenue_ca,shrimp_revenue_coastwide,shrimp_revenue_or,shrimp_revenue_wa,squid_landings_ca,squid_landings_coastwide,squid_landings_or,squid_revenue_ca,squid_revenue_coastwide,squid_revenue_or,total_fisheries_landings_ca,total_fisheries_landings_coastwide,total_fisheries_landings_or,total_fisheries_landings_wa,total_fisheries_revenue_ca,total_fisheries_revenue_coastwide,total_fisheries_revenue_or,total_fisheries_revenue_wa
1979-01-01T00:00:00Z,5.3706517,23.85894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8815517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7838065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980-01-01T00:00:00Z,5.153821,22.634241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8646904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.88362163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981-01-01T00:00:00Z,5.1537166,22.407444,116.21788,117.5161,0.13332944,1.1648855,64.93665,66.971405,0.1698527,1.8648946,1.777526,4.7846856,1.7206523,1.2865072,11.149676,29.940908,11.448459,7.342773,0.9328318,NaN,42.560184,108.90887,37.522514,28.826172,62.991077,138.57753,43.064846,32.521606,NaN,22.504457,26.884092,3.5058584,0.8737754,105.09818,129.8716,19.825901,4.9475055,-0.453209,14.436744,16.272621,0.4558114,1.3800653,30.091618,34.657005,1.9638213,2.6015668,15.3025465,110.36872,17.740408,6.9607654,0.33822754,1.0159236,0.07473407,0.602962,NaN,NaN,NaN,NaN,3.1598725,27.81394,3.1956115,21.458456,95.0,646.0,229.0,323.0,45.007183,212.83568,32.87747,134.95103,NaN,NaN,2.8472369,19.231451,11.783916,4.600299,15.39735,69.73147,38.917248,15.416867,23.509565,23.509666,1.02058E-4,15.056744,15.056876,1.33433E-4,243.54547,470.10062,83.75518,72.434975,361.73218,745.8688,162.50978,221.62683
1982-01-01T00:00:00Z,5.4452586,23.450706,110.54331,111.801315,0.13288565,1.1251119,66.92373,69.18495,0.11738083,2.1438413,5.3946633,11.112274,3.9709895,1.7466218,31.771011,66.13579,24.1704,10.194378,0.61102706,NaN,52.650967,124.748,41.12125,30.975784,76.30337,167.24364,55.11512,35.825153,NaN,16.117598,17.247005,0.8637247,0.26568267,62.14621,66.60414,3.4621036,0.9958264,-0.03957695,11.87037,13.879785,0.4687869,1.5406277,24.80771,28.950567,2.0593998,2.0834575,5.332875,69.49753,14.811504,49.353153,0.4958896,1.4152155,1.84902E-4,0.919141,NaN,NaN,NaN,NaN,4.1840234,30.699154,3.9171262,22.598005,165.0,693.0,214.0,313.0,54.886497,232.55402,33.98144,143.68608,NaN,NaN,2.76034,13.480703,8.405401,2.3149621,15.760716,49.059654,25.621664,7.6772733,16.308044,16.359364,0.051318534,9.781177,9.806136,0.02496032,226.27373,416.89807,74.498146,116.12622,353.93332,721.13403,146.05115,221.14958
1983-01-01T00:00:00Z,5.600782,23.904299,67.3079,68.29199,0.102128506,0.88196087,63.71637,65.53864,0.22778687,1.5944817,3.0772932,7.457051,1.9797325,2.4000254,19.640852,52.44358,15.208328,17.594402,0.14462493,NaN,39.88558,102.98842,35.242783,27.860056,59.29788,141.59416,48.408234,33.888054,NaN,52.93386,54.958153,1.541935,0.48235738,149.07567,155.59167,4.969246,1.5467488,0.12631203,10.669786,13.238815,0.6029778,1.9660509,24.374176,29.62797,2.8312545,2.4225388,4.4791694,72.81298,23.626654,44.707157,0.42732158,1.8878208,0.06273167,1.3977677,NaN,NaN,NaN,NaN,1.2606789,14.506526,1.2126043,12.033243,91.0,520.0,172.0,258.0,12.457417,71.50252,8.032096,51.013004,NaN,NaN,1.3175266,6.922551,3.0014107,2.6036139,10.416232,34.42843,12.499361,11.512835,1.8236015,1.9585043,0.13490291,1.9994498,2.2102265,0.2107766,183.20265,350.56604,68.72131,98.64205,346.22916,578.6155,94.752014,137.63432
1984-01-01T00:00:00Z,5.691464,24.085735,62.74488,63.4282,0.28154084,0.40177992,32.27016,33.26631,0.11463004,0.8815208,3.3789365,8.362162,2.2444232,2.738802,26.906828,70.30094,19.35901,24.035099,0.66265184,NaN,38.36963,92.184166,28.246542,25.567999,57.17156,125.82191,38.009186,30.641165,NaN,43.122345,43.92567,0.73674285,0.06658192,137.59215,140.10751,2.2854185,0.22994526,0.7729274,9.965723,11.777535,0.80707824,1.004735,23.974567,30.29114,3.6796944,2.636878,4.9400535,95.76613,56.28018,34.545895,0.8625486,1.7404385,0.14854008,0.7293498,NaN,NaN,NaN,NaN,1.5568476,15.814155,1.6324186,12.624888,107.0,294.0,140.0,47.0,20.342827,113.96165,12.963517,80.655304,NaN,NaN,1.8192157,5.660932,2.249487,1.5922294,15.394594,25.619019,5.739861,4.484563,0.5640231,0.9934503,0.42942724,0.7664008,1.2726501,0.5062493,166.88965,346.97025,94.4917,85.588905,320.9361,574.1629,85.664566,167.56224
1985-01-01T00:00:00Z,6.869543,28.803091,57.027885,57.592735,0.13121225,0.43363747,36.55801,38.143955,0.6041244,0.9818191,3.1206932,7.4266696,2.2715824,2.034394,23.178032,58.69183,19.049948,16.46385,0.5849161,NaN,39.967464,90.55098,28.40117,22.182344,63.56325,138.32231,41.381546,33.37751,NaN,13.287443,14.156099,0.69544524,0.17321178,61.66901,64.17201,2.0160155,0.4869839,1.3890203,13.0260935,15.572804,0.9800072,1.5667034,30.039082,36.601,3.3819628,3.1799595,5.7288547,84.56114,54.360535,24.471754,0.9661433,2.033759,0.42360115,0.64401454,NaN,NaN,NaN,NaN,2.4226718,35.34462,2.985408,29.93654,187.0,620.0,238.0,194.0,28.731907,174.81956,22.157314,123.930336,NaN,NaN,2.682319,13.653236,6.7902975,4.1806197,11.229679,32.941765,13.297918,8.414169,10.276102,11.070693,0.7945909,9.693444,10.472751,0.7793065,148.01283,337.43457,97.87142,91.550316,271.73944,586.1377,104.41137,209.98692
1986-01-01T00:00:00Z,6.5180273,27.079443,62.64654,64.07723,0.8569282,0.57376075,34.307426,35.70522,0.21493615,1.1828562,3.5689418,9.216391,3.2225533,2.4248958,23.54255,63.982544,23.51715,16.922842,0.33543608,0.011499918,38.793175,82.9183,24.701172,19.423954,67.112656,134.64575,39.40247,28.130634,NaN,10.494738,12.962689,1.540612,0.9273401,52.334034,59.62011,4.561,2.7250748,1.0162588,18.927263,23.539627,1.1546264,3.4577384,40.10609,51.892487,6.590405,5.195993,11.611355,151.12535,91.27234,48.241665,0.9068544,1.3334669,0.14144571,0.28516668,NaN,NaN,NaN,NaN,3.9760926,33.117786,6.2880225,22.853672,160.0,590.0,234.0,196.0,35.591713,200.42448,35.750027,129.08275,6.746195,NaN,3.5599504,26.957117,15.427664,7.9695034,13.846534,79.57311,43.197968,22.528608,21.277393,21.289354,0.011961684,10.629326,10.635641,0.006314875,175.22263,427.4134,144.5798,107.61096,282.94305,645.53094,153.69577,208.89212
1987-01-01T00:00:00Z,7.1365685,29.392761,70.160774,71.69704,0.8844431,0.65182,38.362568,40.278793,0.5495578,1.3666654,4.803724,9.158662,2.1489415,2.205997,32.39083,63.9933,15.74372,15.85875,0.09787487,0.19792622,36.914173,91.432236,30.886631,23.63143,70.103516,168.65993,56.100784,42.455627,NaN,11.1345625,12.8622875,1.1330737,0.594651,62.740204,69.44339,4.2572193,2.4459658,0.73936284,24.064386,28.109522,0.69139904,3.3537357,47.39215,57.069614,3.2220366,6.455428,4.5177617,155.2438,99.78467,50.94137,1.4164022,1.617666,0.07942622,0.121837504,NaN,NaN,NaN,NaN,4.8519998,37.982967,6.8651867,26.265781,240.0,644.0,240.0,164.0,59.476517,310.3443,62.620632,188.24713,6.5962377,NaN,3.8931978,31.567863,20.26842,7.4062457,15.859116,113.33582,70.92217,26.554537,19.984056,19.98407,1.32E-5,9.17501,9.175018,8.47E-6,180.71939,461.0869,162.72536,117.642166,342.73645,844.0349,213.80852,287.48996
1988-01-01T00:00:00Z,6.634469,27.079443,70.89682,72.10193,0.28207716,0.9230356,37.364975,40.232136,0.52258325,2.3445766,4.797262,16.971943,3.9507804,8.223901,29.001228,99.47635,23.817701,46.65742,0.27749425,0.9245584,33.359142,89.44894,32.289368,23.800426,61.24598,153.40546,53.274906,38.884567,NaN,11.207947,14.995848,1.881027,1.9068747,54.72153,70.30407,7.7222686,7.86027,0.47788143,26.672953,35.30779,1.4124873,7.2223496,61.669376,77.58373,3.633579,12.280782,33.191586,157.84488,70.52439,54.128906,2.3704097,2.5856104,0.0916994,0.12350129,NaN,NaN,NaN,NaN,7.70475,35.082554,8.078773,19.299034,206.0,579.0,265.0,108.0,93.52464,345.7938,86.96242,165.30673,6.4984164,NaN,5.362675,32.918594,19.031507,8.524412,13.563604,70.35472,38.950497,17.840618,37.315388,37.31539,2.27E-6,16.854206,16.854208,2.23E-6,230.78072,494.8418,137.52234,126.53875,374.8401,884.9662,215.3039,294.8222
1989-01-01T00:00:00Z,7.022054,28.39486,72.125946,73.143906,0.26658925,0.7513748,31.43936,33.614544,0.57213426,1.6030486,5.084303,21.039698,5.091557,10.863837,29.252092,110.706856,27.502752,53.95201,0.2994788,1.5143269,35.71226,95.23348,37.044937,22.476284,61.313145,146.98839,53.708652,31.966585,NaN,7.0089154,7.6941237,0.48973778,0.19547065,35.4613,37.98268,1.8885157,0.632867,0.43608713,26.98719,37.44385,4.23364,6.22302,66.13288,87.49876,7.63571,13.730163,99.23387,208.38121,87.82187,21.32548,2.2111778,2.273135,0.03126566,0.030691585,NaN,NaN,NaN,NaN,3.0503047,33.259384,5.32879,24.880291,236.0,774.0,305.0,233.0,29.276028,179.9248,30.308264,120.340515,6.378616,NaN,6.821017,36.4637,22.333992,7.308691,13.525407,65.272804,38.77968,12.967714,40.93157,40.975124,0.043556206,15.990753,16.007122,0.01636906,297.29926,556.2291,162.7263,96.203545,291.321,693.7063,160.77565,241.60962
1990-01-01T00:00:00Z,7.4132686,29.664917,59.847538,61.042988,0.34301192,0.85243845,34.791904,36.98994,0.5364376,1.6615951,3.1072502,11.325312,4.22466,3.9934013,17.416904,70.36126,25.71022,27.234135,0.42466897,1.1974702,33.833553,87.70658,33.797733,20.07529,57.072327,129.06836,46.680405,25.31562,NaN,8.402131,9.85418,0.9434826,0.50856686,32.13457,37.55338,3.572327,1.8464817,0.23702313,25.195065,34.398323,4.7020197,4.501239,71.26761,91.09177,10.405653,9.418507,53.999714,181.64572,94.33209,33.313915,1.5655833,2.96442,0.44477636,0.9540605,NaN,NaN,NaN,NaN,2.3266153,23.121729,2.4623857,18.332727,191.0,673.0,227.0,255.0,24.42959,151.1458,19.383255,107.332954,5.6986904,NaN,4.9379964,25.699831,14.518339,6.2434955,13.057907,59.429092,32.2918,14.079385,28.44679,28.44679,0.0,9.577497,9.577497,0.0,220.34436,465.76318,155.38397,90.03486,266.4745,600.5629,139.26753,194.8209
1991-01-01T00:00:00Z,7.427557,29.392761,52.955654,54.352356,0.39105755,1.0056444,32.06915,34.27827,0.33174393,1.877377,6.2806706,13.819478,3.7844558,3.7543514,39.664196,90.4832,25.255663,25.563343,0.20684569,2.0666006,29.93368,85.69497,36.46494,19.29635,50.460377,133.82484,54.38243,28.982029,NaN,10.098804,10.976014,0.5711056,0.30610406,29.814482,32.613323,1.8774743,0.92136633,0.33590126,22.611662,31.464514,2.4766977,6.376153,82.849754,107.55157,8.082729,16.619085,135.17839,229.96098,58.77848,36.004112,1.6888777,7.4511046,2.6261837,3.1360023,NaN,NaN,NaN,NaN,1.9439228,25.115458,2.4269834,20.74455,150.0,644.0,274.0,220.0,17.347893,91.12244,11.168434,62.606113,5.5376654,NaN,5.699125,20.311941,9.918616,4.694199,15.984209,51.241215,23.641739,11.615266,37.388237,37.38828,4.31E-5,11.63801,11.638064,5.46E-5,302.27695,511.3372,114.879616,94.18063,285.06732,571.39594,127.64022,158.68837
1992-01-01T00:00:00Z,7.3012495,28.576296,46.463108,50.17142,1.3734558,2.3348567,30.051678,31.946447,0.26835126,1.6264169,5.2343426,13.057343,3.4786162,4.344384,27.001839,67.43607,17.96905,22.465189,0.25494522,4.2382917,29.907112,80.5566,33.232224,17.417265,52.306725,124.01514,48.512863,23.195553,NaN,9.989852,13.586291,1.7676717,1.8287674,31.812174,47.213894,7.4157567,7.985961,0.6828589,17.295092,25.170752,2.1022856,5.773375,70.889206,94.105934,5.762256,17.454475,5.6258693,210.76308,115.70929,89.427925,1.1159523,11.077713,9.486483,0.47524613,NaN,NaN,NaN,NaN,0.85777986,13.5055485,1.0755663,11.572203,85.0,425.0,198.0,142.0,8.38383,57.341614,6.8864303,42.071354,5.8731227,NaN,9.112365,36.674995,21.856256,5.706373,15.461029,56.286392,32.47428,8.35108,13.112357,13.11841,0.006052737,4.566388,4.569389,0.003000832,137.83694,458.1107,180.64185,139.6319,246.80489,508.84323,128.87564,133.16266
1993-01-01T00:00:00Z,9.228863,35.74305,35.60063,37.011078,0.7179198,0.69252527,11.618735,12.735817,0.084017895,1.033064,5.2506676,17.383308,4.957682,7.174959,22.923275,74.679565,20.73984,31.016447,0.3718531,4.253665,24.986078,76.57629,35.598793,15.991417,42.289715,111.79459,48.31381,21.19107,NaN,12.660851,16.91443,2.1571312,2.0964491,39.13504,53.345253,7.02475,7.185463,0.7643122,14.743089,19.730164,1.5752175,3.4118578,62.925453,83.728226,4.7623115,16.040457,3.100121,140.0975,95.900925,41.096466,0.6211701,5.2765317,4.141398,0.51395214,NaN,NaN,NaN,NaN,1.3256778,18.908506,0.85163546,16.731194,140.0,343.0,65.0,139.0,10.349177,61.185898,4.387001,46.449722,6.5319953,NaN,4.179696,23.752848,12.285051,7.2881,9.743163,36.739002,16.561445,10.434392,42.804226,42.863483,0.05926003,18.56947,18.625982,0.05651392,144.87411,395.24866,154.30179,96.07277,223.86409,478.95215,106.50497,148.58307
1994-01-01T00:00:00Z,8.762439,33.611168,29.618853,30.790209,0.4700794,0.7012758,12.676226,13.575982,0.03646339,0.8632933,3.4492593,18.587885,4.6981688,10.440456,15.977165,89.01753,22.298677,50.741688,0.54252267,4.8357162,21.1729,64.690414,29.27347,14.244045,42.769756,112.019356,50.013298,19.236301,NaN,9.2575035,16.031185,2.1311402,4.642541,31.796001,53.15516,6.616665,14.742493,1.0393858,13.477854,16.7217,1.1469483,2.0968986,60.44181,74.32576,3.32396,10.55999,3.6501877,253.42876,125.48456,124.29401,0.6245101,8.9042015,7.5837026,0.69596857,NaN,NaN,NaN,NaN,1.6200755,15.729202,0.5871862,13.52194,190.0,196.0,6.0,NaN,11.36075,59.641182,2.5748968,45.705536,6.394627,NaN,5.749521,16.119503,7.503157,2.8668244,17.886936,42.4628,17.472158,7.103706,55.38271,55.4884,0.105688386,25.305677,25.368618,0.062940136,143.52219,489.39737,171.57005,174.30511,223.52966,500.8642,110.3072,167.02731
1995-01-01T00:00:00Z,7.4797835,28.440218,57.19815,58.195614,0.40298897,0.5944753,25.79966,26.895153,0.17411399,0.9213791,6.499864,24.280682,6.9120793,10.868738,37.805824,150.63278,43.01134,69.81562,0.74711293,4.8673377,24.628496,62.657486,25.252514,12.776475,58.23053,136.74365,52.913956,25.59917,NaN,8.807914,14.01091,2.288695,2.9143007,21.826023,37.635654,6.9958167,8.813816,1.640257,12.840881,15.672952,1.0465138,1.7855566,56.027954,67.00076,3.159914,7.8128943,4.0906253,177.05855,128.00006,44.967865,0.783474,13.498493,12.015124,0.69987744,NaN,NaN,NaN,NaN,3.4665015,16.222933,1.3187292,11.437703,398.0,486.0,19.0,69.0,20.086855,45.71389,6.1335926,19.493444,7.1439657,NaN,3.4693117,12.940425,5.54233,3.9287832,14.023998,40.65933,15.052428,11.582902,70.226715,70.33848,0.11176788,38.302277,38.37347,0.071191296,191.35548,452.66953,170.97182,90.34222,277.20386,573.317,139.84328,156.26985
1996-01-01T00:00:00Z,7.4729934,28.168064,54.73983,56.039715,0.46842065,0.8314647,34.833344,35.847004,0.23300357,0.78065574,7.4605374,26.00015,8.029227,10.5103855,35.729557,124.2243,37.53513,50.95961,1.0730047,5.4907174,25.874617,64.20762,25.94003,12.39297,56.55721,129.93665,50.35623,23.023203,NaN,16.936996,25.934755,4.0834594,4.9142985,41.205418,68.80897,12.616607,14.986944,1.5398757,12.160255,14.489373,0.70757645,1.6215415,49.27094,56.70296,1.7449911,5.6870327,2.9008076,213.2521,92.71757,117.633736,0.39997157,8.616104,6.928295,1.2878268,NaN,NaN,NaN,NaN,2.1482253,10.384939,1.290391,6.9463224,165.0,235.0,18.0,52.0,10.011063,30.51514,5.4933844,15.0106945,7.243603,NaN,5.308572,15.56583,7.1690755,3.0881834,18.524689,42.291046,15.8469095,7.9194465,80.544945,80.648964,0.104019165,36.521816,36.58346,0.06164531,208.18526,508.26236,140.54285,159.53427,286.7257,555.9465,130.87918,138.34158
1997-01-01T00:00:00Z,7.773657,28.98453,78.28767,81.241066,2.1398294,0.81356585,38.247986,38.93888,0.13303706,0.55785817,2.480103,12.6757,3.2271264,6.9684706,16.457315,88.39579,21.730444,50.208027,0.7147828,5.8041854,24.225187,57.843285,23.095652,10.522447,51.262756,118.42912,44.309887,22.856482,NaN,15.32621,23.137732,4.1691666,3.6423547,34.60017,57.229168,11.991046,10.637951,1.5939394,11.218865,12.927022,0.5966018,1.1115546,45.701912,52.17896,1.7859362,4.691112,6.3323703,233.44861,132.61838,94.49787,0.94538933,35.857433,19.918373,14.9936695,NaN,NaN,NaN,NaN,2.757824,14.128855,1.021143,10.349888,229.0,274.0,14.0,31.0,11.884427,38.740055,4.4941206,22.36151,7.148452,27.254648,7.6544013,19.382837,8.940343,2.7880945,20.192556,39.068302,13.432446,5.4433002,70.327896,70.45093,0.12303512,33.484653,33.564842,0.08018919,218.66704,527.31946,175.97183,132.6806,254.5092,527.6679,117.96034,155.19836
1998-01-01T00:00:00Z,7.671381,28.3495,69.8862,72.70256,1.7700099,1.0463561,12.888199,13.603164,0.09529661,0.6196686,5.8109717,15.476201,3.228823,6.436406,37.76281,101.13007,20.043266,43.323997,0.6094366,2.6125607,17.662739,45.234516,18.752382,8.819395,34.97687,78.25677,30.552347,12.727545,NaN,4.801671,16.310558,4.8667884,6.6421,15.779005,40.996696,10.89186,14.325832,1.3276922,7.2100406,8.855977,0.5550611,1.0908751,29.231602,34.15931,1.278496,3.6492126,5.723393,232.87653,125.435104,101.71803,0.62869066,21.959423,11.118093,10.212641,NaN,NaN,NaN,NaN,0.96364844,8.801877,0.89861596,6.9396124,122.0,151.0,6.0,23.0,4.8817,24.91316,4.13444,15.897021,6.803699,17.686762,1.9969168,6.277086,2.8560498,1.4241192,13.649089,24.003471,6.14412,4.2102623,2.8944795,2.9032934,0.008813753,2.5920634,2.5978532,0.005789821,116.9548,411.5011,158.4216,136.1247,152.40706,367.63782,84.34836,130.8824
1999-01-01T00:00:00Z,7.885127,28.89381,76.77924,79.30252,1.5612152,0.96206206,14.21951,14.814701,0.1440769,0.45111433,4.920776,15.853863,4.1389337,6.7941537,29.178307,102.82922,25.572493,48.078426,0.5001082,5.532433,14.125865,44.86781,19.77773,10.964212,30.277231,79.565605,34.48329,14.8050785,373.32,7.6492157,11.866286,2.081363,2.1357074,24.741789,36.77609,6.0803547,5.953945,1.1308359,8.514701,10.512225,0.7185475,1.2789773,35.584015,40.623447,1.6204201,3.4190106,1.3077135,224.59068,80.71279,142.57018,0.18148503,30.122833,10.343353,19.597996,NaN,NaN,NaN,NaN,2.0112102,6.160116,0.7084035,3.4405026,88.0,160.0,21.0,50.0,11.695298,22.90256,3.206129,8.001132,7.378424,28.255735,3.552934,14.764265,9.315751,1.8955793,13.289596,33.205826,15.372222,4.544007,91.91201,91.91313,0.001120827,51.57442,51.57442,7.85E-7,210.7778,502.2293,119.0566,172.3949,210.75441,438.4124,96.8866,130.77141
